insee,nom,code_arr,code_cant,code_dept,code_reg,code_regn
01001,L'Abergement-Clémenciat,012,0108,01,82,84
01002,L'Abergement-de-Varey,011,0101,01,82,84
01004,Ambérieu-en-Bugey,011,0101,01,82,84
01005,Ambérieux-en-Dombes,012,0122,01,82,84
01006,Ambléon,011,0104,01,82,84
01007,Ambronay,011,0101,01,82,84
01008,Ambutrix,011,0101,01,82,84
01009,Andert-et-Condon,011,0104,01,82,84
01010,Anglefort,011,0110,01,82,84
01011,Apremont,014,0114,01,82,84
01012,Aranc,011,0110,01,82,84
01013,Arandas,011,0101,01,82,84
01014,Arbent,014,0115,01,82,84
01015,Arbignieu,011,0104,01,82,84
01016,Arbigny,012,0117,01,82,84
01017,Argis,011,0101,01,82,84
01019,Armix,011,0110,01,82,84
01021,Ars-sur-Formans,012,0122,01,82,84
01022,Artemare,011,0110,01,82,84
01023,Asnières-sur-Saône,012,0117,01,82,84
01024,Attignat,012,0102,01,82,84
01025,Bâgé-la-Ville,012,0117,01,82,84
01026,Bâgé-le-Châtel,012,0117,01,82,84
01027,Balan,012,0112,01,82,84
01028,Baneins,012,0122,01,82,84
01029,Beaupont,012,0118,01,82,84
01030,Beauregard,012,0121,01,82,84
01031,Bellignat,014,0114,01,82,84
01032,Béligneux,012,0112,01,82,84
01033,Bellegarde-sur-Valserine,014,0103,01,82,84
01034,Belley,011,0104,01,82,84
01035,Belleydoux,014,0114,01,82,84
01036,Belmont-Luthézieu,011,0110,01,82,84
01037,Bénonces,011,0111,01,82,84
01038,Bény,012,0118,01,82,84
01039,Béon,011,0110,01,82,84
01040,Béréziat,012,0102,01,82,84
01041,Bettant,011,0101,01,82,84
01042,Bey,012,0123,01,82,84
01043,Beynost,012,0113,01,82,84
01044,Billiat,014,0103,01,82,84
01045,Birieux,012,0122,01,82,84
01046,Biziat,012,0123,01,82,84
01047,Blyes,011,0111,01,82,84
01049,La Boisse,012,0113,01,82,84
01050,Boissey,012,0117,01,82,84
01051,Bolozon,014,0116,01,82,84
01052,Bouligneux,012,0122,01,82,84
01053,Bourg-en-Bresse,012,0199,01,82,84
01054,Bourg-Saint-Christophe,012,0112,01,82,84
01056,Boyeux-Saint-Jérôme,014,0116,01,82,84
01057,Boz,012,0117,01,82,84
01058,Brégnier-Cordon,011,0104,01,82,84
01059,Brénaz,011,0110,01,82,84
01060,Brénod,014,0110,01,82,84
01061,Brens,011,0104,01,82,84
01062,Bressolles,012,0112,01,82,84
01063,Brion,014,0114,01,82,84
01064,Briord,011,0111,01,82,84
01065,Buellas,012,0102,01,82,84
01066,La Burbanche,011,0104,01,82,84
01067,Ceignes,014,0116,01,82,84
01068,Cerdon,014,0116,01,82,84
01069,Certines,012,0107,01,82,84
01071,Cessy,013,0109,01,82,84
01072,Ceyzériat,012,0107,01,82,84
01073,Ceyzérieu,011,0104,01,82,84
01074,Chalamont,012,0107,01,82,84
01075,Chaleins,012,0122,01,82,84
01076,Chaley,011,0110,01,82,84
01077,Challes-la-Montagne,014,0116,01,82,84
01078,Challex,013,0120,01,82,84
01079,Champagne-en-Valromey,011,0110,01,82,84
01080,Champdor,014,0110,01,82,84
01081,Champfromier,014,0103,01,82,84
01082,Chanay,011,0103,01,82,84
01083,Chaneins,012,0122,01,82,84
01084,Chanoz-Châtenay,012,0123,01,82,84
01085,La Chapelle-du-Châtelard,012,0108,01,82,84
01087,Charix,014,0114,01,82,84
01088,Charnoz-sur-Ain,012,0111,01,82,84
01089,Château-Gaillard,011,0101,01,82,84
01090,Châtenay,012,0107,01,82,84
01091,Châtillon-en-Michaille,014,0103,01,82,84
01092,Châtillon-la-Palud,012,0107,01,82,84
01093,Châtillon-sur-Chalaronne,012,0108,01,82,84
01094,Chavannes-sur-Reyssouze,012,0117,01,82,84
01095,Chavannes-sur-Suran,012,0118,01,82,84
01096,Chaveyriat,012,0123,01,82,84
01097,Chavornay,011,0110,01,82,84
01098,Chazey-Bons,011,0104,01,82,84
01099,Chazey-sur-Ain,011,0111,01,82,84
01100,Cheignieu-la-Balme,011,0104,01,82,84
01101,Chevillard,014,0110,01,82,84
01102,Chevroux,012,0117,01,82,84
01103,Chevry,013,0120,01,82,84
01104,Chézery-Forens,013,0120,01,82,84
01105,Civrieux,012,0122,01,82,84
01106,Cize,012,0118,01,82,84
01107,Cleyzieu,011,0101,01,82,84
01108,Coligny,012,0118,01,82,84
01109,Collonges,013,0120,01,82,84
01110,Colomieu,011,0104,01,82,84
01111,Conand,011,0101,01,82,84
01112,Condamine,014,0110,01,82,84
01113,Condeissiat,012,0108,01,82,84
01114,Confort,013,0103,01,82,84
01115,Confrançon,012,0102,01,82,84
01116,Contrevoz,011,0104,01,82,84
01117,Conzieu,011,0104,01,82,84
01118,Corbonod,011,0110,01,82,84
01119,Corcelles,014,0110,01,82,84
01121,Corlier,011,0110,01,82,84
01122,Cormaranche-en-Bugey,011,0110,01,82,84
01123,Cormoranche-sur-Saône,012,0123,01,82,84
01124,Cormoz,012,0118,01,82,84
01125,Corveissiat,012,0118,01,82,84
01127,Courmangoux,012,0118,01,82,84
01128,Courtes,012,0117,01,82,84
01129,Crans,012,0107,01,82,84
01130,Cras-sur-Reyssouze,012,0102,01,82,84
01133,Cressin-Rochefort,011,0104,01,82,84
01134,Crottet,012,0123,01,82,84
01135,Crozet,013,0120,01,82,84
01136,Cruzilles-lès-Mépillat,012,0123,01,82,84
01138,Culoz,011,0110,01,82,84
01139,Curciat-Dongalon,012,0117,01,82,84
01140,Curtafond,012,0102,01,82,84
01141,Cuzieu,011,0104,01,82,84
01142,Dagneux,012,0112,01,82,84
01143,Divonne-les-Bains,013,0109,01,82,84
01144,Dommartin,012,0117,01,82,84
01145,Dompierre-sur-Veyle,012,0107,01,82,84
01146,Dompierre-sur-Chalaronne,012,0108,01,82,84
01147,Domsure,012,0118,01,82,84
01148,Dortan,014,0116,01,82,84
01149,Douvres,011,0101,01,82,84
01150,Drom,012,0118,01,82,84
01151,Druillat,012,0107,01,82,84
01152,Échallon,014,0114,01,82,84
01153,Échenevex,013,0120,01,82,84
01154,Étrez,012,0102,01,82,84
01155,Évosges,011,0110,01,82,84
01156,Faramans,012,0112,01,82,84
01157,Fareins,012,0122,01,82,84
01158,Farges,013,0120,01,82,84
01159,Feillens,012,0117,01,82,84
01160,Ferney-Voltaire,013,0119,01,82,84
01162,Flaxieu,011,0104,01,82,84
01163,Foissiat,012,0102,01,82,84
01165,Francheleins,012,0122,01,82,84
01166,Frans,012,0121,01,82,84
01167,Garnerans,012,0108,01,82,84
01169,Genouilleux,012,0108,01,82,84
01170,Béard-Géovreissiat,014,0114,01,82,84
01171,Géovreisset,014,0114,01,82,84
01172,Germagnat,012,0118,01,82,84
01173,Gex,013,0109,01,82,84
01174,Giron,014,0103,01,82,84
01175,Gorrevod,012,0117,01,82,84
01176,Le Grand-Abergement,014,0110,01,82,84
01177,Grand-Corent,012,0118,01,82,84
01179,Grièges,012,0123,01,82,84
01180,Grilly,013,0109,01,82,84
01181,Groissiat,014,0114,01,82,84
01182,Groslée,011,0111,01,82,84
01183,Guéreins,012,0108,01,82,84
01184,Hautecourt-Romanèche,012,0118,01,82,84
01185,Hauteville-Lompnes,011,0110,01,82,84
01186,Hostiaz,011,0110,01,82,84
01187,Hotonnes,014,0110,01,82,84
01188,Illiat,012,0108,01,82,84
01189,Injoux-Génissiat,014,0103,01,82,84
01190,Innimond,011,0111,01,82,84
01191,Izenave,014,0110,01,82,84
01192,Izernore,014,0116,01,82,84
01193,Izieu,011,0104,01,82,84
01194,Jassans-Riottier,012,0121,01,82,84
01195,Jasseron,012,0118,01,82,84
01196,Jayat,012,0102,01,82,84
01197,Journans,012,0107,01,82,84
01198,Joyeux,012,0112,01,82,84
01199,Jujurieux,014,0116,01,82,84
01200,Labalme,014,0116,01,82,84
01202,Lagnieu,011,0111,01,82,84
01203,Laiz,012,0123,01,82,84
01204,Lalleyriat,014,0114,01,82,84
01205,Lancrans,013,0103,01,82,84
01206,Lantenay,014,0110,01,82,84
01207,Lapeyrouse,012,0122,01,82,84
01208,Lavours,011,0104,01,82,84
01209,Léaz,013,0120,01,82,84
01210,Lélex,013,0120,01,82,84
01211,Lent,012,0107,01,82,84
01212,Lescheroux,012,0117,01,82,84
01213,Leyment,011,0111,01,82,84
01214,Leyssard,014,0116,01,82,84
01215,Lhôpital,014,0103,01,82,84
01216,Lhuis,011,0111,01,82,84
01218,Lochieu,011,0110,01,82,84
01219,Lompnas,011,0111,01,82,84
01221,Lompnieu,011,0110,01,82,84
01224,Loyettes,011,0111,01,82,84
01225,Lurcy,012,0122,01,82,84
01227,Magnieu,011,0104,01,82,84
01228,Maillat,014,0114,01,82,84
01229,Malafretaz,012,0102,01,82,84
01230,Mantenay-Montlin,012,0117,01,82,84
01231,Manziat,012,0117,01,82,84
01232,Marboz,012,0118,01,82,84
01233,Marchamp,011,0111,01,82,84
01234,Marignieu,011,0104,01,82,84
01235,Marlieux,012,0108,01,82,84
01236,Marsonnas,012,0102,01,82,84
01237,Martignat,014,0114,01,82,84
01238,Massieux,012,0121,01,82,84
01239,Massignieu-de-Rives,011,0104,01,82,84
01240,Matafelon-Granges,014,0116,01,82,84
01241,Meillonnas,012,0118,01,82,84
01242,Mérignat,014,0116,01,82,84
01243,Messimy-sur-Saône,012,0122,01,82,84
01244,Meximieux,012,0112,01,82,84
01245,Bohas-Meyriat-Rignat,012,0118,01,82,84
01246,Mézériat,012,0123,01,82,84
01247,Mijoux,013,0120,01,82,84
01248,Mionnay,012,0122,01,82,84
01249,Miribel,012,0113,01,82,84
01250,Misérieux,012,0121,01,82,84
01252,Mogneneins,012,0108,01,82,84
01254,Montagnat,012,0107,01,82,84
01255,Montagnieu,011,0111,01,82,84
01257,Montanges,014,0103,01,82,84
01258,Montceaux,012,0108,01,82,84
01259,Montcet,012,0102,01,82,84
01260,Le Montellier,012,0112,01,82,84
01261,Monthieux,012,0122,01,82,84
01262,Montluel,012,0112,01,82,84
01263,Montmerle-sur-Saône,012,0108,01,82,84
01264,Montracol,012,0102,01,82,84
01265,Montréal-la-Cluse,014,0114,01,82,84
01266,Montrevel-en-Bresse,012,0102,01,82,84
01267,Nurieux-Volognat,014,0116,01,82,84
01268,Murs-et-Gélignieux,011,0104,01,82,84
01269,Nantua,014,0114,01,82,84
01271,Nattages,011,0104,01,82,84
01272,Neuville-les-Dames,012,0108,01,82,84
01273,Neuville-sur-Ain,012,0116,01,82,84
01274,Les Neyrolles,014,0114,01,82,84
01275,Neyron,012,0113,01,82,84
01276,Niévroz,012,0113,01,82,84
01277,Nivollet-Montgriffon,011,0101,01,82,84
01279,Oncieu,011,0101,01,82,84
01280,Ordonnaz,011,0111,01,82,84
01281,Ornex,013,0119,01,82,84
01282,Outriaz,014,0110,01,82,84
01283,Oyonnax,014,0115,01,82,84
01284,Ozan,012,0117,01,82,84
01285,Parcieux,012,0121,01,82,84
01286,Parves,011,0104,01,82,84
01288,Péron,013,0120,01,82,84
01289,Péronnas,012,0106,01,82,84
01290,Pérouges,012,0112,01,82,84
01291,Perrex,012,0123,01,82,84
01292,Le Petit-Abergement,014,0110,01,82,84
01293,Peyriat,014,0116,01,82,84
01294,Peyrieu,011,0104,01,82,84
01295,Peyzieux-sur-Saône,012,0108,01,82,84
01296,Pirajoux,012,0118,01,82,84
01297,Pizay,012,0112,01,82,84
01298,Plagne,014,0103,01,82,84
01299,Le Plantay,012,0107,01,82,84
01300,Le Poizat,014,0114,01,82,84
01301,Polliat,012,0102,01,82,84
01302,Pollieu,011,0104,01,82,84
01303,Poncin,014,0116,01,82,84
01304,Pont-d'Ain,012,0116,01,82,84
01305,Pont-de-Vaux,012,0117,01,82,84
01306,Pont-de-Veyle,012,0123,01,82,84
01307,Port,014,0114,01,82,84
01308,Pougny,013,0120,01,82,84
01309,Pouillat,012,0118,01,82,84
01310,Prémeyzel,011,0104,01,82,84
01311,Prémillieu,011,0110,01,82,84
01312,Pressiat,012,0118,01,82,84
01313,Prévessin-Moëns,013,0119,01,82,84
01314,Priay,012,0116,01,82,84
01316,Pugieu,011,0104,01,82,84
01317,Ramasse,012,0118,01,82,84
01318,Rancé,012,0122,01,82,84
01319,Relevant,012,0122,01,82,84
01320,Replonges,012,0117,01,82,84
01321,Revonnas,012,0107,01,82,84
01322,Reyrieux,012,0121,01,82,84
01323,Reyssouze,012,0117,01,82,84
01325,Rignieux-le-Franc,012,0112,01,82,84
01328,Romans,012,0108,01,82,84
01329,Rossillon,011,0104,01,82,84
01330,Ruffieu,011,0110,01,82,84
01331,Saint-Alban,014,0116,01,82,84
01332,Saint-André-de-Bâgé,012,0117,01,82,84
01333,Saint-André-de-Corcy,012,0122,01,82,84
01334,Saint-André-d'Huiriat,012,0123,01,82,84
01335,Saint-André-le-Bouchoux,012,0108,01,82,84
01336,Saint-André-sur-Vieux-Jonc,012,0107,01,82,84
01337,Saint-Bénigne,012,0117,01,82,84
01338,Saint-Benoît,011,0104,01,82,84
01339,Saint-Bernard,012,0121,01,82,84
01340,Saint-Bois,011,0104,01,82,84
01341,Saint-Champ,011,0104,01,82,84
01342,Sainte-Croix,012,0112,01,82,84
01343,Saint-Cyr-sur-Menthon,012,0123,01,82,84
01344,Saint-Denis-lès-Bourg,012,0106,01,82,84
01345,Saint-Denis-en-Bugey,011,0101,01,82,84
01346,Saint-Didier-d'Aussiat,012,0102,01,82,84
01347,Saint-Didier-de-Formans,012,0121,01,82,84
01348,Saint-Didier-sur-Chalaronne,012,0108,01,82,84
01349,Saint-Éloi,012,0112,01,82,84
01350,Saint-Étienne-du-Bois,012,0118,01,82,84
01351,Saint-Étienne-sur-Chalaronne,012,0108,01,82,84
01352,Saint-Étienne-sur-Reyssouze,012,0117,01,82,84
01353,Sainte-Euphémie,012,0121,01,82,84
01354,Saint-Genis-Pouilly,013,0119,01,82,84
01355,Saint-Genis-sur-Menthon,012,0123,01,82,84
01356,Saint-Georges-sur-Renon,012,0108,01,82,84
01357,Saint-Germain-de-Joux,014,0103,01,82,84
01358,Saint-Germain-les-Paroisses,011,0104,01,82,84
01359,Saint-Germain-sur-Renon,012,0108,01,82,84
01360,Saint-Jean-de-Gonville,013,0120,01,82,84
01361,Saint-Jean-de-Niost,012,0111,01,82,84
01362,Saint-Jean-de-Thurigneux,012,0122,01,82,84
01363,Saint-Jean-le-Vieux,014,0116,01,82,84
01364,Saint-Jean-sur-Reyssouze,012,0117,01,82,84
01365,Saint-Jean-sur-Veyle,012,0123,01,82,84
01366,Sainte-Julie,011,0111,01,82,84
01367,Saint-Julien-sur-Reyssouze,012,0117,01,82,84
01368,Saint-Julien-sur-Veyle,012,0123,01,82,84
01369,Saint-Just,012,0107,01,82,84
01370,Saint-Laurent-sur-Saône,012,0123,01,82,84
01371,Saint-Marcel,012,0122,01,82,84
01372,Saint-Martin-de-Bavel,011,0104,01,82,84
01373,Saint-Martin-du-Frêne,014,0114,01,82,84
01374,Saint-Martin-du-Mont,012,0107,01,82,84
01375,Saint-Martin-le-Châtel,012,0102,01,82,84
01376,Saint-Maurice-de-Beynost,012,0113,01,82,84
01378,Saint-Maurice-de-Gourdans,012,0111,01,82,84
01379,Saint-Maurice-de-Rémens,011,0101,01,82,84
01380,Saint-Nizier-le-Bouchoux,012,0117,01,82,84
01381,Saint-Nizier-le-Désert,012,0107,01,82,84
01382,Sainte-Olive,012,0122,01,82,84
01383,Saint-Paul-de-Varax,012,0108,01,82,84
01384,Saint-Rambert-en-Bugey,011,0101,01,82,84
01385,Saint-Rémy,012,0106,01,82,84
01386,Saint-Sorlin-en-Bugey,011,0111,01,82,84
01387,Saint-Sulpice,012,0102,01,82,84
01388,Saint-Trivier-de-Courtes,012,0117,01,82,84
01389,Saint-Trivier-sur-Moignans,012,0122,01,82,84
01390,Saint-Vulbas,011,0111,01,82,84
01391,Salavre,012,0118,01,82,84
01392,Samognat,014,0116,01,82,84
01393,Sandrans,012,0108,01,82,84
01396,Sault-Brénaz,011,0111,01,82,84
01397,Sauverny,013,0109,01,82,84
01398,Savigneux,012,0122,01,82,84
01399,Ségny,013,0120,01,82,84
01400,Seillonnaz,011,0111,01,82,84
01401,Sergy,013,0120,01,82,84
01402,Sermoyer,012,0117,01,82,84
01403,Serrières-de-Briord,011,0111,01,82,84
01404,Serrières-sur-Ain,014,0116,01,82,84
01405,Servas,012,0107,01,82,84
01406,Servignat,012,0117,01,82,84
01407,Seyssel,011,0110,01,82,84
01408,Simandre-sur-Suran,012,0118,01,82,84
01409,Songieu,011,0110,01,82,84
01410,Sonthonnax-la-Montagne,014,0116,01,82,84
01411,Souclin,011,0111,01,82,84
01412,Sulignat,012,0108,01,82,84
01413,Surjoux,014,0103,01,82,84
01414,Sutrieu,011,0110,01,82,84
01415,Talissieu,011,0110,01,82,84
01416,Tenay,011,0110,01,82,84
01417,Thézillieu,011,0110,01,82,84
01418,Thil,012,0113,01,82,84
01419,Thoiry,013,0120,01,82,84
01420,Thoissey,012,0108,01,82,84
01421,Torcieu,011,0101,01,82,84
01422,Tossiat,012,0107,01,82,84
01423,Toussieux,012,0121,01,82,84
01424,Tramoyes,012,0113,01,82,84
01425,La Tranclière,012,0107,01,82,84
01426,Treffort-Cuisiat,012,0118,01,82,84
01427,Trévoux,012,0121,01,82,84
01428,Valeins,012,0108,01,82,84
01429,Vandeins,012,0102,01,82,84
01430,Varambon,012,0116,01,82,84
01431,Vaux-en-Bugey,011,0101,01,82,84
01432,Verjon,012,0118,01,82,84
01433,Vernoux,012,0117,01,82,84
01434,Versailleux,012,0107,01,82,84
01435,Versonnex,013,0109,01,82,84
01436,Vesancy,013,0109,01,82,84
01437,Vescours,012,0117,01,82,84
01439,Vésines,012,0117,01,82,84
01441,Vieu-d'Izenave,014,0110,01,82,84
01442,Vieu,011,0110,01,82,84
01443,Villars-les-Dombes,012,0122,01,82,84
01444,Villebois,011,0111,01,82,84
01445,Villemotier,012,0118,01,82,84
01446,Villeneuve,012,0122,01,82,84
01447,Villereversure,012,0118,01,82,84
01448,Villes,014,0103,01,82,84
01449,Villette-sur-Ain,012,0107,01,82,84
01450,Villieu-Loyes-Mollon,012,0111,01,82,84
01451,Viriat,012,0105,01,82,84
01452,Virieu-le-Grand,011,0104,01,82,84
01453,Virieu-le-Petit,011,0110,01,82,84
01454,Virignin,011,0104,01,82,84
01456,Vongnes,011,0104,01,82,84
01457,Vonnas,012,0123,01,82,84
02001,Abbécourt,022,0203,02,22,32
02002,Achery,022,0218,02,22,32
02003,Acy,024,0217,02,22,32
02004,Agnicourt-et-Séchelles,022,0211,02,22,32
02005,Aguilcourt,022,0206,02,22,32
02006,Aisonville-et-Bernoville,025,0207,02,22,32
02007,Aizelles,022,0206,02,22,32
02008,Aizy-Jouy,024,0205,02,22,32
02009,Alaincourt,023,0212,02,22,32
02010,Allemant,024,0205,02,22,32
02011,Ambleny,024,0220,02,22,32
02012,Ambrief,024,0221,02,22,32
02013,Amifontaine,022,0206,02,22,32
02014,Amigny-Rouy,022,0203,02,22,32
02015,Ancienville,024,0221,02,22,32
02016,Andelain,022,0218,02,22,32
02017,Anguilcourt-le-Sart,022,0218,02,22,32
02018,Anizy-le-Château,022,0209,02,22,32
02019,Annois,023,0212,02,22,32
02020,Any-Martin-Rieux,025,0208,02,22,32
02021,Archon,022,0219,02,22,32
02022,Arcy-Sainte-Restitue,024,0221,02,22,32
02023,Armentières-sur-Ourcq,021,0221,02,22,32
02024,Arrancy,022,0210,02,22,32
02025,Artemps,023,0212,02,22,32
02026,Artonges,021,0204,02,22,32
02027,Assis-sur-Serre,022,0211,02,22,32
02028,Athies-sous-Laon,022,0210,02,22,32
02029,Attilly,023,0213,02,22,32
02030,Aubencheul-aux-Bois,023,0201,02,22,32
02031,Aubenton,025,0208,02,22,32
02032,Aubigny-aux-Kaisnes,023,0212,02,22,32
02033,Aubigny-en-Laonnois,022,0206,02,22,32
02034,Audignicourt,022,0220,02,22,32
02035,Audigny,025,0207,02,22,32
02036,Augy,024,0205,02,22,32
02037,Aulnois-sous-Laon,022,0209,02,22,32
02038,Les Autels,022,0219,02,22,32
02039,Autremencourt,022,0211,02,22,32
02040,Autreppes,025,0219,02,22,32
02041,Autreville,022,0203,02,22,32
02042,Azy-sur-Marne,021,0204,02,22,32
02043,Bagneux,024,0216,02,22,32
02044,Bancigny,025,0219,02,22,32
02046,Barenton-Bugny,022,0211,02,22,32
02047,Barenton-Cel,022,0211,02,22,32
02048,Barenton-sur-Serre,022,0211,02,22,32
02049,Barisis-aux-Bois,022,0220,02,22,32
02050,Barzy-en-Thiérache,025,0207,02,22,32
02051,Barzy-sur-Marne,021,0204,02,22,32
02052,Bassoles-Aulers,022,0209,02,22,32
02053,Baulne-en-Brie,021,0204,02,22,32
02054,Bazoches-sur-Vesles,024,0205,02,22,32
02055,Beaumé,025,0208,02,22,32
02056,Beaumont-en-Beine,022,0203,02,22,32
02057,Beaurevoir,023,0201,02,22,32
02058,Beaurieux,022,0206,02,22,32
02059,Beautor,022,0218,02,22,32
02060,Beauvois-en-Vermandois,023,0213,02,22,32
02061,Becquigny,023,0201,02,22,32
02062,Belleau,021,0202,02,22,32
02063,Bellenglise,023,0201,02,22,32
02064,Belleu,024,0217,02,22,32
02065,Bellicourt,023,0201,02,22,32
02066,Benay,023,0212,02,22,32
02067,Bergues-sur-Sambre,025,0207,02,22,32
02068,Berlancourt,025,0211,02,22,32
02069,Berlise,022,0219,02,22,32
02070,Bernot,025,0207,02,22,32
02071,Berny-Rivière,024,0220,02,22,32
02072,Berrieux,022,0206,02,22,32
02073,Berry-au-Bac,022,0206,02,22,32
02074,Bertaucourt-Epourdon,022,0218,02,22,32
02075,Berthenicourt,023,0212,02,22,32
02076,Bertricourt,022,0206,02,22,32
02077,Berzy-le-Sec,024,0217,02,22,32
02078,Besmé,022,0220,02,22,32
02079,Besmont,025,0208,02,22,32
02080,Besny-et-Loizy,022,0209,02,22,32
02081,Béthancourt-en-Vaux,022,0203,02,22,32
02082,Beugneux,024,0221,02,22,32
02083,Beuvardes,021,0205,02,22,32
02084,Bézu-le-Guéry,021,0204,02,22,32
02085,Bézu-Saint-Germain,021,0202,02,22,32
02086,Bichancourt,022,0220,02,22,32
02087,Bieuxy,024,0220,02,22,32
02088,Bièvres,022,0210,02,22,32
02089,Billy-sur-Aisne,024,0217,02,22,32
02090,Billy-sur-Ourcq,024,0221,02,22,32
02091,Blanzy-lès-Fismes,024,0205,02,22,32
02093,Blérancourt,022,0220,02,22,32
02094,Blesmes,021,0202,02,22,32
02095,Bohain-en-Vermandois,023,0201,02,22,32
02096,Bois-lès-Pargny,022,0211,02,22,32
02097,Boncourt,022,0206,02,22,32
02098,Bonneil,021,0204,02,22,32
02099,Bonnesvalyn,021,0221,02,22,32
02100,Bony,023,0201,02,22,32
02101,Bosmont-sur-Serre,022,0211,02,22,32
02102,Bouconville-Vauclair,022,0206,02,22,32
02103,Boué,025,0207,02,22,32
02104,Bouffignereux,022,0206,02,22,32
02105,Bouresches,021,0202,02,22,32
02106,Bourg-et-Comin,022,0206,02,22,32
02107,Bourguignon-sous-Coucy,022,0220,02,22,32
02108,Bourguignon-sous-Montbavin,022,0209,02,22,32
02109,La Bouteille,025,0219,02,22,32
02110,Braine,024,0205,02,22,32
02111,Brancourt-en-Laonnois,022,0209,02,22,32
02112,Brancourt-le-Grand,023,0201,02,22,32
02114,Brasles,021,0202,02,22,32
02115,Braye-en-Laonnois,022,0206,02,22,32
02116,Braye-en-Thiérache,025,0219,02,22,32
02117,Bray-Saint-Christophe,023,0212,02,22,32
02118,Braye,024,0205,02,22,32
02119,Brécy,021,0202,02,22,32
02120,Brenelle,024,0205,02,22,32
02121,Breny,024,0221,02,22,32
02122,Brie,022,0218,02,22,32
02123,Brissay-Choigny,023,0212,02,22,32
02124,Brissy-Hamégicourt,023,0212,02,22,32
02125,Brumetz,021,0221,02,22,32
02126,Brunehamel,022,0219,02,22,32
02127,Bruyères-sur-Fère,021,0205,02,22,32
02128,Bruyères-et-Montbérault,022,0210,02,22,32
02129,Bruys,024,0205,02,22,32
02130,Bucilly,025,0208,02,22,32
02131,Bucy-le-Long,024,0205,02,22,32
02132,Bucy-lès-Cerny,022,0209,02,22,32
02133,Bucy-lès-Pierrepont,022,0206,02,22,32
02134,Buire,025,0208,02,22,32
02135,Buironfosse,025,0219,02,22,32
02136,Burelles,025,0219,02,22,32
02137,Bussiares,021,0221,02,22,32
02138,Buzancy,024,0221,02,22,32
02139,Caillouël-Crépigny,022,0203,02,22,32
02140,Camelin,022,0220,02,22,32
02141,La Capelle,025,0219,02,22,32
02142,Castres,023,0215,02,22,32
02143,Le Catelet,023,0201,02,22,32
02144,Caulaincourt,023,0213,02,22,32
02145,Caumont,022,0203,02,22,32
02146,Celles-lès-Condé,021,0204,02,22,32
02147,La Celle-sous-Montmirail,021,0204,02,22,32
02148,Celles-sur-Aisne,024,0205,02,22,32
02149,Cerizy,023,0212,02,22,32
02150,Cerny-en-Laonnois,022,0210,02,22,32
02151,Cerny-lès-Bucy,022,0209,02,22,32
02152,Cerseuil,024,0205,02,22,32
02153,Cessières,022,0209,02,22,32
02154,Chacrise,024,0221,02,22,32
02155,Chaillevois,022,0209,02,22,32
02156,Chalandry,022,0211,02,22,32
02157,Chambry,022,0209,02,22,32
02158,Chamouille,022,0210,02,22,32
02159,Champs,022,0220,02,22,32
02160,Chaourse,022,0219,02,22,32
02161,La Chapelle-Monthodon,021,0204,02,22,32
02162,La Chapelle-sur-Chézy,021,0204,02,22,32
02163,Charly-sur-Marne,021,0204,02,22,32
02164,Le Charmel,021,0205,02,22,32
02165,Charmes,022,0218,02,22,32
02166,Chartèves,021,0204,02,22,32
02167,Chassemy,024,0205,02,22,32
02168,Château-Thierry,021,0202,02,22,32
02169,Châtillon-lès-Sons,022,0211,02,22,32
02170,Châtillon-sur-Oise,023,0212,02,22,32
02171,Chaudardes,022,0206,02,22,32
02172,Chaudun,024,0221,02,22,32
02173,Chauny,022,0203,02,22,32
02174,Chavignon,024,0205,02,22,32
02175,Chavigny,024,0216,02,22,32
02176,Chavonne,024,0205,02,22,32
02177,Chérêt,022,0210,02,22,32
02178,Chermizy-Ailles,022,0206,02,22,32
02179,Chéry-Chartreuve,024,0205,02,22,32
02180,Chéry-lès-Pouilly,022,0211,02,22,32
02181,Chéry-lès-Rozoy,022,0219,02,22,32
02182,Chevennes,025,0211,02,22,32
02183,Chevregny,022,0206,02,22,32
02184,Chevresis-Monceau,023,0212,02,22,32
02185,Chézy-en-Orxois,021,0221,02,22,32
02186,Chézy-sur-Marne,021,0204,02,22,32
02187,Chierry,021,0202,02,22,32
02188,Chigny,025,0207,02,22,32
02189,Chivres-en-Laonnois,022,0206,02,22,32
02190,Chivres-Val,024,0205,02,22,32
02191,Chivy-lès-Étouvelles,022,0210,02,22,32
02192,Chouy,021,0221,02,22,32
02193,Cierges,021,0205,02,22,32
02194,Cilly,022,0211,02,22,32
02195,Ciry-Salsogne,024,0205,02,22,32
02196,Clacy-et-Thierret,022,0209,02,22,32
02197,Clairfontaine,025,0219,02,22,32
02198,Clamecy,024,0205,02,22,32
02199,Clastres,023,0212,02,22,32
02200,Clermont-les-Fermes,022,0219,02,22,32
02201,Coeuvres-et-Valsery,024,0220,02,22,32
02203,Coincy,021,0202,02,22,32
02204,Coingt,025,0208,02,22,32
02205,Colligis-Crandelain,022,0210,02,22,32
02206,Colonfay,025,0211,02,22,32
02207,Commenchon,022,0203,02,22,32
02208,Concevreux,022,0206,02,22,32
02209,Condé-en-Brie,021,0204,02,22,32
02210,Condé-sur-Aisne,024,0205,02,22,32
02211,Condé-sur-Suippe,022,0206,02,22,32
02212,Condren,022,0203,02,22,32
02213,Connigis,021,0204,02,22,32
